1 1.10833 0
2 1.11843 0.0101
3 1.12823 0.0114065
4 1.13769 0.012431
5 1.14674 0.0132141
6 1.15535 0.0138024
7 1.16353 0.0142449
8 1.17128 0.0145711
9 1.17854 0.0147579
10 1.18506 0.0147242
11 1.19046 0.0143723
12 1.19429 0.0136664
13 1.19615 0.0127089
14 1.19589 0.0117693
15 1.19359 0.0111934
16 1.18967 0.0111816
17 1.18469 0.0116236
18 1.17936 0.0121873
19 1.17442 0.0125421
20 1.17046 0.0125392
21 1.16771 0.0122399
22 1.16603 0.0117908
23 1.16511 0.0113039
24 1.16468 0.0108315
25 1.16452 0.0103904
26 1.16449 0.00998283
27 1.16448 0.00960598
28 1.16441 0.00925685
29 1.16422 0.00893398
30 1.16391 0.00863655
31 1.16354 0.00836177
32 1.16318 0.00810402
33 1.16295 0.00785794
34 1.16294 0.00762333
35 1.16318 0.00740639
36 1.16367 0.00721413
37 1.16432 0.00704656
38 1.16503 0.00689473
39 1.16567 0.00674659
40 1.16617 0.0065945
41 1.16645 0.00643802
42 1.16649 0.00628295
43 1.16625 0.0061398
44 1.16576 0.0060183
45 1.16513 0.00591725
46 1.16449 0.00582236
47 1.16398 0.00571964
48 1.16367 0.00560756
49 1.16355 0.00549336
50 1.16351 0.00538249
51 1.16344 0.00527639
52 1.16322 0.00517867
53 1.16277 0.00509948
54 1.16208 0.00505194
55 1.16115 0.00504528
56 1.16002 0.00508273
57 1.1587 0.00516478
58 1.15719 0.00529265
59 1.15551 0.00546793
60 1.15365 0.00568946
61 1.15162 0.0059503
62 1.14947 0.00623736
63 1.14723 0.00653353
64 1.14495 0.00682124
65 1.14269 0.00708509
66 1.1405 0.00731312
67 1.13843 0.00749675
68 1.13651 0.00763045
69 1.13479 0.00771239
70 1.13331 0.00774536
71 1.13206 0.00773678
72 1.13103 0.00769725
73 1.13019 0.00763809
74 1.12946 0.00756912
75 1.12879 0.00749762
76 1.12812 0.0074284
77 1.12743 0.00736379
78 1.12672 0.0073031
79 1.12604 0.00724268
80 1.12543 0.00717737
81 1.12496 0.00710341
82 1.1247 0.00702132
83 1.12465 0.00693636
84 1.12481 0.00685512
85 1.12511 0.00678059
86 1.12545 0.00671011
87 1.12573 0.00663839
88 1.12584 0.00656342
89 1.12571 0.00649057
90 1.12534 0.00642884
91 1.12481 0.00637983
92 1.12426 0.0063334
93 1.12385 0.00627836
94 1.12368 0.00621375
95 1.12377 0.00614876
96 1.12413 0.00609494
97 1.1247 0.00605801
98 1.12538 0.00603454
99 1.12608 0.00601437
100 1.1267 0.00598645
101 1.12716 0.00594451
102 1.12739 0.00589023
103 1.12734 0.00583294
104 1.12702 0.00578546
105 1.12645 0.00575798
106 1.12569 0.00575368
107 1.1248 0.00576879
108 1.12384 0.00579614
109 1.12284 0.0058288
110 1.12184 0.00586134
111 1.12087 0.00588942
112 1.11994 0.00590901
113 1.1191 0.00591645
114 1.11838 0.00590945
115 1.11778 0.00588803
116 1.11733 0.00585469
117 1.11701 0.00581327
118 1.1168 0.00576746
119 1.11669 0.00571992
120 1.11664 0.00567222
121 1.11665 0.00562515
122 1.11667 0.00557893
123 1.1167 0.00553345
124 1.1167 0.00548864
125 1.11665 0.00544475
126 1.11656 0.00540227
127 1.11641 0.00536147
128 1.11625 0.00532201
129 1.11609 0.00528305
130 1.11596 0.00524382
131 1.11588 0.00520419
132 1.11587 0.00516464
133 1.11591 0.00512583
134 1.116 0.00508827
135 1.11613 0.00505213
136 1.11629 0.00501724
137 1.11645 0.00498314
138 1.1166 0.0049491
139 1.1167 0.00491447
140 1.11673 0.00487933
141 1.11666 0.00484515
142 1.11647 0.00481466
143 1.11616 0.00479044
144 1.11578 0.0047728
145 1.11535 0.0047587
146 1.11495 0.00474322
147 1.11462 0.00472266
148 1.11438 0.00469636
149 1.11427 0.00466621
150 1.11426 0.004635
151 1.11435 0.00460515
152 1.11453 0.00457805
153 1.11476 0.00455391
154 1.11502 0.00453176
155 1.11528 0.00450984
156 1.1155 0.00448643
157 1.11567 0.00446074
158 1.11575 0.00443325
159 1.11576 0.00440529
160 1.11568 0.00437828
161 1.11554 0.00435335
162 1.11533 0.00433128
163 1.11507 0.00431267
164 1.11475 0.00429802
165 1.11438 0.0042878
