1 1.77068 0
2 1.71141 0.059275
3 1.65399 0.0668434
4 1.59899 0.0725204
5 1.54674 0.0767169
6 1.49733 0.0797795
7 1.45088 0.0818762
8 1.40803 0.0828513
9 1.37024 0.0822585
10 1.33973 0.0796495
11 1.31886 0.0750089
12 1.3094 0.0691235
13 1.31189 0.0636331
14 1.32527 0.0604136
15 1.34709 0.0603256
16 1.37402 0.0625263
17 1.40225 0.0651635
18 1.42782 0.0665459
19 1.44775 0.0660256
20 1.46116 0.0640568
21 1.46905 0.0614398
22 1.4731 0.0587203
23 1.47473 0.0561328
24 1.47494 0.0537435
25 1.47444 0.0515513
26 1.47382 0.0495327
27 1.47354 0.0476637
28 1.47383 0.0459308
29 1.47463 0.044326
30 1.47566 0.0428352
31 1.47641 0.0414373
32 1.47636 0.0401215
33 1.47507 0.0389081
34 1.47238 0.037842
35 1.46847 0.0369526
36 1.4638 0.0362132
37 1.45902 0.0355444
38 1.45474 0.0348597
39 1.45146 0.0341122
40 1.44951 0.0333057
41 1.44912 0.0324856
42 1.45039 0.0317281
43 1.45315 0.0311046
44 1.45688 0.0306176
45 1.46082 0.0301873
46 1.46429 0.0297275
47 1.46702 0.0292153
48 1.46915 0.0286797
49 1.4712 0.0281632
50 1.4738 0.0277163
51 1.47749 0.027417
52 1.4826 0.0273662
53 1.48921 0.0276462
54 1.49721 0.0282845
55 1.50645 0.0292604
56 1.51679 0.03054
57 1.52821 0.032098
58 1.54067 0.0339117
59 1.55412 0.0359425
60 1.56842 0.038124
61 1.58338 0.0403665
62 1.59872 0.0425706
63 1.61415 0.0446425
64 1.62939 0.0465056
65 1.64415 0.0481036
66 1.65816 0.0493982
67 1.67118 0.0503669
68 1.68298 0.0510062
69 1.69343 0.0513364
70 1.70249 0.051402
71 1.71025 0.0512641
72 1.71695 0.0509884
73 1.72288 0.0506337
74 1.72837 0.0502452
75 1.73365 0.0498514
76 1.73883 0.0494633
77 1.74385 0.0490737
78 1.74849 0.048662
79 1.75244 0.0482048
80 1.7554 0.0476901
81 1.7571 0.0471285
82 1.75747 0.0465516
83 1.75665 0.0459947
84 1.75501 0.0454736
85 1.75305 0.0449781
86 1.75134 0.0444847
87 1.75041 0.0439803
88 1.75058 0.0434779
89 1.75181 0.0430044
90 1.75366 0.0425638
91 1.75537 0.0421283
92 1.75627 0.0416775
93 1.75591 0.0412285
94 1.75417 0.0408245
95 1.75119 0.0405024
96 1.74731 0.0402661
97 1.743 0.0400813
98 1.73879 0.0398925
99 1.73521 0.0396497
100 1.7327 0.0393313
101 1.7316 0.0389554
102 1.73209 0.0385748
103 1.73418 0.0382556
104 1.73771 0.0380495
105 1.74238 0.0379741
106 1.74788 0.0380142
107 1.75392 0.0381375
108 1.76025 0.0383102
109 1.76671 0.0385023
110 1.77312 0.038686
111 1.77932 0.0388332
