passo 96	a = 4	+dist = 0.374166	+ror = 1.4	AV = 3.3499	AV2 = 46.6
passo 97	a = 2	+dist = 0.458258	+ror = 2.1	AV = 3.42775	AV2 = 46.5
passo 98	a = 2	+dist = 0.547723	+ror = 3	AV = 3.45714	AV2 = 45.4
passo 99	a = 2	+dist = 0.640312	+ror = 4.1	AV = 3.48707	AV2 = 44.7
passo 100	a = 1	+dist = 0.616441	+ror = 3.8	AV = 3.45842	AV2 = 44.2
passo 1	a = 0	+dist = 0.1	+ror = 0.1	AV = 0.4	AV2 = 0.4
passo 2	a = 5	+dist = 0.141421	+ror = 0.2	AV = 0.624264	AV2 = 1
passo 3	a = 1	+dist = 0.1	+ror = 0.1	AV = 0.670017	AV2 = 1.2
passo 4	a = 1	+dist = 0.141421	+ror = 0.2	AV = 0.810634	AV2 = 1.8
passo 5	a = 2	+dist = 0.173205	+ror = 0.3	AV = 0.996812	AV2 = 2.6
passo 6	a = 2	+dist = 0.244949	+ror = 0.6	AV = 1.08897	AV2 = 3
passo 7	a = 0	+dist = 0.223607	+ror = 0.5	AV = 1.18693	AV2 = 3.6
passo 8	a = 4	+dist = 0.2	+ror = 0.4	AV = 1.06406	AV2 = 3
passo 9	a = 3	+dist = 0.1	+ror = 0.1	AV = 1.14397	AV2 = 3.8
passo 10	a = 0	+dist = 0.141421	+ror = 0.2	AV = 1.11466	AV2 = 3.4
passo 11	a = 0	+dist = 0.223607	+ror = 0.5	AV = 1.1831	AV2 = 3.8
passo 12	a = 3	+dist = 0.2	+ror = 0.4	AV = 1.09039	AV2 = 3.2
passo 13	a = 1	+dist = 0.1	+ror = 0.1	AV = 1.0595	AV2 = 3.4
passo 14	a = 1	+dist = 0	+ror = 0	AV = 1.02613	AV2 = 4
passo 15	a = 5	+dist = 0.1	+ror = 0.1	AV = 1	AV2 = 3.6
passo 16	a = 3	+dist = 0.141421	+ror = 0.2	AV = 1.02333	AV2 = 3.2
passo 17	a = 2	+dist = 0.1	+ror = 0.1	AV = 1.00909	AV2 = 3.2
passo 18	a = 0	+dist = 0.141421	+ror = 0.2	AV = 1.02333	AV2 = 3.2
passo 19	a = 4	+dist = 0.1	+ror = 0.1	AV = 0.857367	AV2 = 2.2
passo 20	a = 3	+dist = 0.141421	+ror = 0.2	AV = 0.973236	AV2 = 2.8
passo 21	a = 1	+dist = 0.1	+ror = 0.1	AV = 0.860555	AV2 = 2.4
passo 22	a = 4	+dist = 0.141421	+ror = 0.2	AV = 1.04628	AV2 = 3.4
passo 23	a = 5	+dist = 0.1	+ror = 0.1	AV = 1.07321	AV2 = 3.8
passo 24	a = 3	+dist = 0.2	+ror = 0.4	AV = 1.27108	AV2 = 4.6
passo 25	a = 3	+dist = 0.3	+ror = 0.9	AV = 1.37932	AV2 = 5.6
passo 26	a = 2	+dist = 0.2	+ror = 0.4	AV = 1.46719	AV2 = 6.6
passo 27	a = 1	+dist = 0.223607	+ror = 0.5	AV = 1.45649	AV2 = 7.2
passo 28	a = 4	+dist = 0.244949	+ror = 0.6	AV = 1.66249	AV2 = 8.6
passo 29	a = 5	+dist = 0.223607	+ror = 0.5	AV = 1.69019	AV2 = 9.6
passo 30	a = 3	+dist = 0.316228	+ror = 1	AV = 1.66931	AV2 = 9.2
passo 31	a = 1	+dist = 0.360555	+ror = 1.3	AV = 1.71419	AV2 = 9.2
passo 32	a = 4	+dist = 0.374166	+ror = 1.4	AV = 1.70299	AV2 = 9.4
passo 33	a = 4	+dist = 0.412311	+ror = 1.7	AV = 1.80321	AV2 = 9.6
passo 34	a = 5	+dist = 0.374166	+ror = 1.4	AV = 1.55372	AV2 = 7.2
passo 35	a = 2	+dist = 0.3	+ror = 0.9	AV = 1.38753	AV2 = 6
passo 36	a = 2	+dist = 0.244949	+ror = 0.6	AV = 1.39112	AV2 = 6.2
passo 37	a = 5	+dist = 0.223607	+ror = 0.5	AV = 1.57859	AV2 = 8
passo 38	a = 0	+dist = 0.141421	+ror = 0.2	AV = 1.52789	AV2 = 8.2
passo 39	a = 1	+dist = 0.223607	+ror = 0.5	AV = 1.73436	AV2 = 9.6
passo 40	a = 3	+dist = 0.282843	+ror = 0.8	AV = 1.96445	AV2 = 11.6
passo 41	a = 0	+dist = 0.223607	+ror = 0.5	AV = 1.9027	AV2 = 11
passo 42	a = 0	+dist = 0.2	+ror = 0.4	AV = 1.94452	AV2 = 11.2
passo 43	a = 5	+dist = 0.223607	+ror = 0.5	AV = 2.23123	AV2 = 14.6
passo 44	a = 4	+dist = 0.2	+ror = 0.4	AV = 2.18934	AV2 = 15
passo 45	a = 4	+dist = 0.223607	+ror = 0.5	AV = 2.15377	AV2 = 14.4
passo 46	a = 1	+dist = 0.244949	+ror = 0.6	AV = 2.27413	AV2 = 16.4
passo 47	a = 0	+dist = 0.223607	+ror = 0.5	AV = 2.34687	AV2 = 17.2
passo 48	a = 5	+dist = 0.2	+ror = 0.4	AV = 2.35062	AV2 = 17.2
passo 49	a = 4	+dist = 0.223607	+ror = 0.5	AV = 2.42713	AV2 = 18
passo 50	a = 3	+dist = 0.316228	+ror = 1	AV = 2.63599	AV2 = 20
passo 51	a = 3	+dist = 0.412311	+ror = 1.7	AV = 2.77865	AV2 = 21.2
passo 52	a = 3	+dist = 0.509902	+ror = 2.6	AV = 2.91643	AV2 = 22.8
passo 53	a = 5	+dist = 0.5	+ror = 2.5	AV = 2.81979	AV2 = 21
passo 54	a = 0	+dist = 0.509902	+ror = 2.6	AV = 2.66554	AV2 = 18.4
passo 55	a = 1	+dist = 0.5	+ror = 2.5	AV = 2.78371	AV2 = 20.4
passo 56	a = 0	+dist = 0.509902	+ror = 2.6	AV = 2.66253	AV2 = 19
passo 57	a = 2	+dist = 0.412311	+ror = 1.7	AV = 2.51304	AV2 = 17.4
passo 58	a = 1	+dist = 0.4	+ror = 1.6	AV = 2.43638	AV2 = 16.2
passo 59	a = 4	+dist = 0.412311	+ror = 1.7	AV = 2.30688	AV2 = 14.4
passo 60	a = 1	+dist = 0.424264	+ror = 1.8	AV = 2.27865	AV2 = 13.6
passo 61	a = 4	+dist = 0.458258	+ror = 2.1	AV = 2.31272	AV2 = 14.2
passo 62	a = 5	+dist = 0.424264	+ror = 1.8	AV = 2.37048	AV2 = 15.8
passo 63	a = 2	+dist = 0.331662	+ror = 1.1	AV = 2.26434	AV2 = 9.33387e+25
passo 64	a = 0	+dist = 0.316228	+ror = 1	AV = 2.38333	AV2 = 16.8
passo 65	a = 3	+dist = 0.412311	+ror = 1.7	AV = 2.65658	AV2 = 20
passo 66	a = 4	+dist = 0.447214	+ror = 2	AV = 2.80658	AV2 = 22.2
passo 67	a = 5	+dist = 0.412311	+ror = 1.7	AV = 2.68129	AV2 = 20.8
passo 68	a = 0	+dist = 0.424264	+ror = 1.8	AV = 2.60114	AV2 = 20
passo 69	a = 1	+dist = 0.412311	+ror = 1.7	AV = 2.69858	AV2 = 21.2
passo 70	a = 0	+dist = 0.424264	+ror = 1.8	AV = 2.72657	AV2 = 20.8
passo 71	a = 3	+dist = 0.519615	+ror = 2.7	AV = 2.75097	AV2 = 20.8
passo 72	a = 1	+dist = 0.509902	+ror = 2.6	AV = 2.75652	AV2 = 21.2
passo 73	a = 2	+dist = 0.412311	+ror = 1.7	AV = 2.66338	AV2 = 20.2
passo 74	a = 2	+dist = 0.316228	+ror = 1	AV = 2.51457	AV2 = 19
passo 75	a = 1	+dist = 0.331662	+ror = 1.1	AV = 2.41603	AV2 = 18
passo 76	a = 5	+dist = 0.316228	+ror = 1	AV = 2.41611	AV2 = 18.4
passo 77	a = 0	+dist = 0.3	+ror = 0.9	AV = 2.4037	AV2 = 18.2
passo 78	a = 0	+dist = 0.316228	+ror = 1	AV = 2.4056	AV2 = 18.8
passo 79	a = 1	+dist = 0.3	+ror = 0.9	AV = 2.45026	AV2 = 19.2
passo 80	a = 2	+dist = 0.2	+ror = 0.4	AV = 2.47175	AV2 = 20.2
passo 81	a = 0	+dist = 0.223607	+ror = 0.5	AV = 2.5636	AV2 = 22.4
passo 82	a = 1	+dist = 0.2	+ror = 0.4	AV = 2.45133	AV2 = 20.6
passo 83	a = 3	+dist = 0.3	+ror = 0.9	AV = 2.72928	AV2 = 23.6
passo 84	a = 2	+dist = 0.2	+ror = 0.4	AV = 2.64207	AV2 = 24
passo 85	a = 3	+dist = 0.3	+ror = 0.9	AV = 2.81867	AV2 = 24.8
passo 86	a = 3	+dist = 0.4	+ror = 1.6	AV = 2.99557	AV2 = 27
passo 87	a = 1	+dist = 0.412311	+ror = 1.7	AV = 3.1509	AV2 = 29.8
passo 88	a = 0	+dist = 0.4	+ror = 1.6	AV = 3.26289	AV2 = 31.4
passo 89	a = 1	+dist = 0.412311	+ror = 1.7	AV = -nan	AV2 = 31
passo 90	a = 1	+dist = 0.447214	+ror = 2	AV = 3.34804	AV2 = 34.4
passo 91	a = 2	+dist = 0.360555	+ror = 1.3	AV = 3.37181	AV2 = 37.2
passo 92	a = 4	+dist = 0.374166	+ror = 1.4	AV = 3.53279	AV2 = 41.2
passo 93	a = 5	+dist = 0.360555	+ror = 1.3	AV = 3.4856	AV2 = 42.6
passo 94	a = 0	+dist = 0.316228	+ror = 1	AV = 3.57857	AV2 = 45
passo 95	a = 2	+dist = 0.223607	+ror = 0.5	AV = 3.49966	AV2 = 44.4
passo 96	a = 5	+dist = 0.244949	+ror = 0.6	AV = 3.59485	AV2 = 47.2
passo 97	a = 2	+dist = 0.173205	+ror = 0.3	AV = 3.60096	AV2 = 46.8
passo 98	a = 1	+dist = 0.244949	+ror = 0.6	AV = 3.70209	AV2 = 46
passo 99	a = 2	+dist = 0.223607	+ror = 0.5	AV = 3.71067	AV2 = 45.2
passo 100	a = 1	+dist = 0.316228	+ror = 1	AV = 3.77465	AV2 = 45.2
passo 1	a = 3	+dist = 0.1	+ror = 0.1	AV = 0.5	AV2 = 0.5
passo 2	a = 3	+dist = 0.2	+ror = 0.4	AV = 0.824264	AV2 = 1.4
passo 3	a = 2	+dist = 0.1	+ror = 0.1	AV = 0.770017	AV2 = 1.3
passo 4	a = 5	+dist = 0.141421	+ror = 0.2	AV = 0.952056	AV2 = 2
passo 5	a = 5	+dist = 0.223607	+ror = 0.5	AV = 1.22042	AV2 = 3.1
passo 6	a = 3	+dist = 0.282843	+ror = 0.8	AV = 1.37181	AV2 = 3.8
passo 7	a = 2	+dist = 0.223607	+ror = 0.5	AV = 1.41054	AV2 = 4.1
passo 8	a = 1	+dist = 0.244949	+ror = 0.6	AV = 1.30901	AV2 = 3.6
passo 9	a = 1	+dist = 0.3	+ror = 0.9	AV = 1.44397	AV2 = 4.7
passo 10	a = 2	+dist = 0.282843	+ror = 0.8	AV = 1.3975	AV2 = 4.2
passo 11	a = 2	+dist = 0.3	+ror = 0.9	AV = 1.4831	AV2 = 4.7
passo 12	a = 4	+dist = 0.244949	+ror = 0.6	AV = 1.33534	AV2 = 3.8
passo 13	a = 2	+dist = 0.3	+ror = 0.9	AV = 1.3595	AV2 = 4.3
passo 14	a = 2	+dist = 0.374166	+ror = 1.4	AV = 1.4003	AV2 = 5.4
passo 15	a = 4	+dist = 0.360555	+ror = 1.3	AV = 1.36056	AV2 = 4.9
passo 16	a = 3	+dist = 0.282843	+ror = 0.8	AV = 1.30618	AV2 = 4
passo 17	a = 4	+dist = 0.3	+ror = 0.9	AV = 1.30909	AV2 = 4.1
passo 18	a = 4	+dist = 0.34641	+ror = 1.2	AV = 1.36974	AV2 = 4.4
passo 19	a = 0	+dist = 0.3	+ror = 0.9	AV = 1.15737	AV2 = 3.1
passo 20	a = 1	+dist = 0.34641	+ror = 1.2	AV = 1.31965	AV2 = 4
passo 21	a = 5	+dist = 0.3	+ror = 0.9	AV = 1.16056	AV2 = 3.3
passo 22	a = 4	+dist = 0.34641	+ror = 1.2	AV = 1.39269	AV2 = 4.6
passo 23	a = 1	+dist = 0.412311	+ror = 1.7	AV = 1.48552	AV2 = 5.5
passo 24	a = 5	+dist = 0.374166	+ror = 1.4	AV = 1.64524	AV2 = 6
passo 25	a = 3	+dist = 0.331662	+ror = 1.1	AV = 1.71099	AV2 = 6.7
passo 26	a = 5	+dist = 0.316228	+ror = 1	AV = 1.78342	AV2 = 7.6
passo 27	a = 1	+dist = 0.412311	+ror = 1.7	AV = 1.8688	AV2 = 8.9
passo 28	a = 5	+dist = 0.424264	+ror = 1.8	AV = 2.08676	AV2 = 10.4
passo 29	a = 1	+dist = 0.519615	+ror = 2.7	AV = 2.2098	AV2 = 12.3
passo 30	a = 1	+dist = 0.616441	+ror = 3.8	AV = 2.28576	AV2 = 13
passo 31	a = 3	+dist = 0.608276	+ror = 3.7	AV = 2.32246	AV2 = 12.9
passo 32	a = 1	+dist = 0.707107	+ror = 5	AV = 2.41009	AV2 = 14.4
passo 33	a = 1	+dist = 0.806226	+ror = 6.5	AV = 2.60944	AV2 = 16.1
passo 34	a = 4	+dist = 0.8	+ror = 6.4	AV = 2.35372	AV2 = 13.6
passo 35	a = 3	+dist = 0.806226	+ror = 6.5	AV = 2.19375	AV2 = 12.5
passo 36	a = 5	+dist = 0.812404	+ror = 6.6	AV = 2.20352	AV2 = 12.8
passo 37	a = 2	+dist = 0.806226	+ror = 6.5	AV = 2.38482	AV2 = 14.5
passo 38	a = 0	+dist = 0.707107	+ror = 5	AV = 2.235	AV2 = 13.2
passo 39	a = 5	+dist = 0.728011	+ror = 5.3	AV = 2.46237	AV2 = 14.9
passo 40	a = 4	+dist = 0.707107	+ror = 5	AV = 2.67156	AV2 = 16.6
passo 41	a = 4	+dist = 0.7	+ror = 4.9	AV = 2.6027	AV2 = 15.9
passo 42	a = 2	+dist = 0.707107	+ror = 5	AV = 2.65162	AV2 = 16.2
passo 43	a = 3	+dist = 0.7	+ror = 4.9	AV = 2.93123	AV2 = 19.5
passo 44	a = 2	+dist = 0.707107	+ror = 5	AV = 2.89645	AV2 = 20
passo 45	a = 2	+dist = 0.728011	+ror = 5.3	AV = 2.88178	AV2 = 19.7
passo 46	a = 3	+dist = 0.707107	+ror = 5	AV = 2.98124	AV2 = 21.4
passo 47	a = 0	+dist = 0.608276	+ror = 3.7	AV = 2.95515	AV2 = 20.9
passo 48	a = 0	+dist = 0.509902	+ror = 2.6	AV = 2.86052	AV2 = 19.8
passo 49	a = 4	+dist = 0.519615	+ror = 2.7	AV = 2.94675	AV2 = 20.7
passo 50	a = 2	+dist = 0.547723	+ror = 3	AV = 3.18371	AV2 = 23
passo 51	a = 5	+dist = 0.538516	+ror = 2.9	AV = 3.31716	AV2 = 24.1
passo 52	a = 1	+dist = 0.632456	+ror = 4	AV = 3.54889	AV2 = 26.8
passo 53	a = 1	+dist = 0.728011	+ror = 5.3	AV = 3.5478	AV2 = 26.3
passo 54	a = 3	+dist = 0.707107	+ror = 5	AV = 3.37264	AV2 = 23.4
passo 55	a = 0	+dist = 0.608276	+ror = 3.7	AV = 3.39199	AV2 = 24.1
passo 56	a = 3	+dist = 0.6	+ror = 3.6	AV = 3.26253	AV2 = 22.6
passo 57	a = 5	+dist = 0.608276	+ror = 3.7	AV = 3.12132	AV2 = 21.1
passo 58	a = 5	+dist = 0.632456	+ror = 4	AV = 3.06884	AV2 = 20.2
passo 59	a = 0	+dist = 0.538516	+ror = 2.9	AV = 2.8454	AV2 = 17.3
passo 60	a = 3	+dist = 0.547723	+ror = 3	AV = 2.82637	AV2 = 16.6
passo 61	a = 4	+dist = 0.519615	+ror = 2.7	AV = 2.83234	AV2 = 16.9
passo 62	a = 1	+dist = 0.616441	+ror = 3.8	AV = 2.98692	AV2 = 19.6
passo 63	a = 0	+dist = 0.519615	+ror = 2.7	AV = 2.78396	AV2 = 9.33387e+25
passo 64	a = 5	+dist = 0.547723	+ror = 3	AV = 2.93106	AV2 = 19.8
passo 65	a = 5	+dist = 0.591608	+ror = 3.5	AV = 3.24819	AV2 = 23.5
passo 66	a = 2	+dist = 0.583095	+ror = 3.4	AV = 3.38967	AV2 = 25.6
passo 67	a = 5	+dist = 0.640312	+ror = 4.1	AV = 3.3216	AV2 = 24.9
passo 68	a = 3	+dist = 0.648074	+ror = 4.2	AV = 3.24921	AV2 = 24.2
passo 69	a = 2	+dist = 0.640312	+ror = 4.1	AV = 3.33889	AV2 = 25.3
passo 70	a = 5	+dist = 0.707107	+ror = 5	AV = 3.43367	AV2 = 25.8
passo 71	a = 0	+dist = 0.640312	+ror = 4.1	AV = 3.39129	AV2 = 24.9
passo 72	a = 4	+dist = 0.565685	+ror = 3.2	AV = 3.32221	AV2 = 24.4
passo 73	a = 0	+dist = 0.5	+ror = 2.5	AV = 3.16338	AV2 = 22.7
passo 74	a = 0	+dist = 0.447214	+ror = 2	AV = 2.96178	AV2 = 21
passo 75	a = 3	+dist = 0.458258	+ror = 2.1	AV = 2.87429	AV2 = 20.1
passo 76	a = 1	+dist = 0.509902	+ror = 2.6	AV = 2.92601	AV2 = 21
passo 77	a = 4	+dist = 0.43589	+ror = 1.9	AV = 2.83959	AV2 = 20.1
passo 78	a = 3	+dist = 0.469042	+ror = 2.2	AV = 2.87464	AV2 = 21
passo 79	a = 5	+dist = 0.538516	+ror = 2.9	AV = 2.98877	AV2 = 22.1
passo 80	a = 5	+dist = 0.616441	+ror = 3.8	AV = 3.08819	AV2 = 24
passo 81	a = 2	+dist = 0.591608	+ror = 3.5	AV = 3.1552	AV2 = 25.9
passo 82	a = 0	+dist = 0.547723	+ror = 3	AV = 2.99905	AV2 = 23.6
passo 83	a = 1	+dist = 0.591608	+ror = 3.5	AV = 3.32089	AV2 = 27.1
passo 84	a = 5	+dist = 0.678233	+ror = 4.6	AV = 3.3203	AV2 = 28.6
passo 85	a = 5	+dist = 0.768115	+ror = 5.9	AV = 3.58679	AV2 = 30.7
passo 86	a = 0	+dist = 0.734847	+ror = 5.4	AV = 3.73042	AV2 = 32.4
passo 87	a = 4	+dist = 0.640312	+ror = 4.1	AV = 3.79121	AV2 = 33.9
passo 88	a = 3	+dist = 0.663325	+ror = 4.4	AV = 3.92621	AV2 = 35.8
passo 89	a = 1	+dist = 0.7	+ror = 4.9	AV = -nan	AV2 = 35.9
passo 90	a = 1	+dist = 0.748331	+ror = 5.6	AV = 4.09637	AV2 = 40
passo 91	a = 3	+dist = 0.781025	+ror = 6.1	AV = 4.15283	AV2 = 43.3
passo 92	a = 0	+dist = 0.734847	+ror = 5.4	AV = 4.26764	AV2 = 46.6
passo 93	a = 1	+dist = 0.781025	+ror = 6.1	AV = 4.26662	AV2 = 48.7
passo 94	a = 1	+dist = 0.83666	+ror = 7	AV = 4.41523	AV2 = 52
passo 95	a = 1	+dist = 0.9	+ror = 8.1	AV = 4.39966	AV2 = 52.5
passo 96	a = 0	+dist = 0.83666	+ror = 7	AV = 4.43151	AV2 = 54.2
passo 97	a = 5	+dist = 0.911043	+ror = 8.3	AV = 4.512	AV2 = 55.1
passo 98	a = 0	+dist = 0.860233	+ror = 7.4	AV = 4.56232	AV2 = 53.4
passo 99	a = 3	+dist = 0.9	+ror = 8.1	AV = 4.61067	AV2 = 53.3
passo 100	a = 2	+dist = 0.860233	+ror = 7.4	AV = 4.63488	AV2 = 52.6
passo 1	a = 3	+dist = 0.1	+ror = 0.1	AV = 0.6	AV2 = 0.6
passo 2	a = 2	+dist = 0	+ror = 0	AV = 0.824264	AV2 = 1.4
passo 3	a = 0	+dist = 0.1	+ror = 0.1	AV = 0.870017	AV2 = 1.4
passo 4	a = 5	+dist = 0.141421	+ror = 0.2	AV = 1.09348	AV2 = 2.2
passo 5	a = 1	+dist = 0.1	+ror = 0.1	AV = 1.32042	AV2 = 3.2
passo 6	a = 2	+dist = 0.141421	+ror = 0.2	AV = 1.51323	AV2 = 4
passo 7	a = 5	+dist = 0.223607	+ror = 0.5	AV = 1.63415	AV2 = 4.6
passo 8	a = 2	+dist = 0.282843	+ror = 0.8	AV = 1.59186	AV2 = 4.4
passo 9	a = 3	+dist = 0.223607	+ror = 0.5	AV = 1.66758	AV2 = 5.2
passo 10	a = 3	+dist = 0.2	+ror = 0.4	AV = 1.5975	AV2 = 4.6
passo 11	a = 5	+dist = 0.3	+ror = 0.9	AV = 1.7831	AV2 = 5.6
passo 12	a = 1	+dist = 0.316228	+ror = 1	AV = 1.65157	AV2 = 4.8
passo 13	a = 2	+dist = 0.331662	+ror = 1.1	AV = 1.69116	AV2 = 5.4
passo 14	a = 2	+dist = 0.374166	+ror = 1.4	AV = 1.77446	AV2 = 6.8
passo 15	a = 1	+dist = 0.412311	+ror = 1.7	AV = 1.77287	AV2 = 6.6
passo 16	a = 2	+dist = 0.469042	+ror = 2.2	AV = 1.77522	AV2 = 6.2
passo 17	a = 2	+dist = 0.538516	+ror = 2.9	AV = 1.84761	AV2 = 7
passo 18	a = 4	+dist = 0.489898	+ror = 2.4	AV = 1.85964	AV2 = 6.8
passo 19	a = 4	+dist = 0.458258	+ror = 2.1	AV = 1.61562	AV2 = 5.2
passo 20	a = 0	+dist = 0.424264	+ror = 1.8	AV = 1.74391	AV2 = 5.8
passo 21	a = 3	+dist = 0.331662	+ror = 1.1	AV = 1.49222	AV2 = 4.4
passo 22	a = 2	+dist = 0.424264	+ror = 1.8	AV = 1.81696	AV2 = 6.4
passo 23	a = 2	+dist = 0.519615	+ror = 2.7	AV = 2.00513	AV2 = 8.2
passo 24	a = 4	+dist = 0.509902	+ror = 2.6	AV = 2.15515	AV2 = 8.6
passo 25	a = 5	+dist = 0.519615	+ror = 2.7	AV = 2.2306	AV2 = 9.4
passo 26	a = 0	+dist = 0.509902	+ror = 2.6	AV = 2.29332	AV2 = 10.2
passo 27	a = 3	+dist = 0.412311	+ror = 1.7	AV = 2.28111	AV2 = 10.6
passo 28	a = 1	+dist = 0.424264	+ror = 1.8	AV = 2.51102	AV2 = 12.2
passo 29	a = 2	+dist = 0.519615	+ror = 2.7	AV = 2.72942	AV2 = 15
passo 30	a = 5	+dist = 0.547723	+ror = 3	AV = 2.83348	AV2 = 16
passo 31	a = 5	+dist = 0.591608	+ror = 3.5	AV = 2.91407	AV2 = 16.4
passo 32	a = 4	+dist = 0.547723	+ror = 3	AV = 2.95782	AV2 = 17.4
passo 33	a = 0	+dist = 0.538516	+ror = 2.9	AV = 3.14795	AV2 = 19
passo 34	a = 2	+dist = 0.632456	+ror = 4	AV = 2.98617	AV2 = 17.6
passo 35	a = 3	+dist = 0.538516	+ror = 2.9	AV = 2.73227	AV2 = 15.4
passo 36	a = 1	+dist = 0.547723	+ror = 3	AV = 2.75124	AV2 = 15.8
passo 37	a = 3	+dist = 0.458258	+ror = 2.1	AV = 2.84307	AV2 = 16.6
passo 38	a = 2	+dist = 0.547723	+ror = 3	AV = 2.78272	AV2 = 16.2
passo 39	a = 3	+dist = 0.458258	+ror = 2.1	AV = 2.92063	AV2 = 17
passo 40	a = 3	+dist = 0.374166	+ror = 1.4	AV = 3.04573	AV2 = 18
passo 41	a = 1	+dist = 0.412311	+ror = 1.7	AV = 3.01501	AV2 = 17.6
passo 42	a = 3	+dist = 0.34641	+ror = 1.2	AV = 2.99803	AV2 = 17.4
passo 43	a = 0	+dist = 0.3	+ror = 0.9	AV = 3.23123	AV2 = 20.4
passo 44	a = 2	+dist = 0.374166	+ror = 1.4	AV = 3.27061	AV2 = 21.4
passo 45	a = 5	+dist = 0.43589	+ror = 1.9	AV = 3.31767	AV2 = 21.6
passo 46	a = 2	+dist = 0.509902	+ror = 2.6	AV = 3.49114	AV2 = 24
passo 47	a = 4	+dist = 0.458258	+ror = 2.1	AV = 3.41341	AV2 = 23
passo 48	a = 5	+dist = 0.509902	+ror = 2.6	AV = 3.37043	AV2 = 22.4
passo 49	a = 3	+dist = 0.43589	+ror = 1.9	AV = 3.38264	AV2 = 22.6
passo 50	a = 0	+dist = 0.424264	+ror = 1.8	AV = 3.60797	AV2 = 24.8
passo 51	a = 2	+dist = 0.5	+ror = 2.5	AV = 3.81716	AV2 = 26.6
passo 52	a = 1	+dist = 0.509902	+ror = 2.6	AV = 4.05879	AV2 = 29.4
passo 53	a = 1	+dist = 0.538516	+ror = 2.9	AV = 4.08632	AV2 = 29.2
passo 54	a = 4	+dist = 0.489898	+ror = 2.4	AV = 3.86254	AV2 = 25.8
passo 55	a = 4	+dist = 0.458258	+ror = 2.1	AV = 3.85024	AV2 = 26.2
passo 56	a = 0	+dist = 0.424264	+ror = 1.8	AV = 3.6868	AV2 = 24.4
passo 57	a = 1	+dist = 0.458258	+ror = 2.1	AV = 3.57958	AV2 = 23.2
passo 58	a = 5	+dist = 0.489898	+ror = 2.4	AV = 3.55873	AV2 = 22.6
passo 59	a = 1	+dist = 0.538516	+ror = 2.9	AV = 3.38391	AV2 = 20.2
passo 60	a = 1	+dist = 0.6	+ror = 3.6	AV = 3.42637	AV2 = 20.2
passo 61	a = 2	+dist = 0.67082	+ror = 4.5	AV = 3.50316	AV2 = 21.4
passo 62	a = 3	+dist = 0.6	+ror = 3.6	AV = 3.58692	AV2 = 23.2
passo 63	a = 2	+dist = 0.67082	+ror = 4.5	AV = 3.45478	AV2 = 9.33387e+25
passo 64	a = 4	+dist = 0.648074	+ror = 4.2	AV = 3.57913	AV2 = 24
passo 65	a = 5	+dist = 0.67082	+ror = 4.5	AV = 3.91901	AV2 = 28
passo 66	a = 2	+dist = 0.748331	+ror = 5.6	AV = 4.13801	AV2 = 31.2
passo 67	a = 5	+dist = 0.781025	+ror = 6.1	AV = 4.10263	AV2 = 31
passo 68	a = 3	+dist = 0.707107	+ror = 5	AV = 3.95632	AV2 = 29.2
passo 69	a = 4	+dist = 0.67082	+ror = 4.5	AV = 4.00971	AV2 = 29.8
passo 70	a = 0	+dist = 0.616441	+ror = 3.8	AV = 4.05011	AV2 = 29.6
passo 71	a = 1	+dist = 0.67082	+ror = 4.5	AV = 4.06211	AV2 = 29.4
passo 72	a = 1	+dist = 0.734847	+ror = 5.4	AV = 4.05705	AV2 = 29.8
passo 73	a = 3	+dist = 0.67082	+ror = 4.5	AV = 3.8342	AV2 = 27.2
passo 74	a = 4	+dist = 0.648074	+ror = 4.2	AV = 3.60986	AV2 = 25.2
passo 75	a = 2	+dist = 0.714143	+ror = 5.1	AV = 3.58843	AV2 = 25.2
passo 76	a = 0	+dist = 0.648074	+ror = 4.2	AV = 3.57409	AV2 = 25.2
passo 77	a = 4	+dist = 0.640312	+ror = 4.1	AV = 3.47991	AV2 = 24.2
passo 78	a = 4	+dist = 0.648074	+ror = 4.2	AV = 3.52272	AV2 = 25.2
passo 79	a = 2	+dist = 0.728011	+ror = 5.3	AV = 3.71678	AV2 = 27.4
passo 80	a = 1	+dist = 0.787401	+ror = 6.2	AV = 3.87559	AV2 = 30.2
passo 81	a = 4	+dist = 0.806226	+ror = 6.5	AV = 3.96143	AV2 = 32.4
passo 82	a = 0	+dist = 0.748331	+ror = 5.6	AV = 3.74738	AV2 = 29.2
passo 83	a = 3	+dist = 0.67082	+ror = 4.5	AV = 3.99171	AV2 = 31.6
passo 84	a = 1	+dist = 0.734847	+ror = 5.4	AV = 4.05515	AV2 = 34
passo 85	a = 5	+dist = 0.714143	+ror = 5.1	AV = 4.30093	AV2 = 35.8
passo 86	a = 3	+dist = 0.648074	+ror = 4.2	AV = 4.37849	AV2 = 36.6
passo 87	a = 4	+dist = 0.67082	+ror = 4.5	AV = 4.46203	AV2 = 38.4
passo 88	a = 3	+dist = 0.616441	+ror = 3.8	AV = 4.54266	AV2 = 39.6
passo 89	a = 3	+dist = 0.574456	+ror = 3.3	AV = -nan	AV2 = 39.2
passo 90	a = 4	+dist = 0.616441	+ror = 3.8	AV = 4.71281	AV2 = 43.8
passo 91	a = 3	+dist = 0.591608	+ror = 3.5	AV = 4.74444	AV2 = 46.8
