1	-7.57288	0
2	-7.5507	0.0156823
3	-7.54664	0.0109695
4	-7.55134	0.0091792
5	-7.54898	0.00764035
6	-7.5505	0.0065158
7	-7.54908	0.00573754
8	-7.55224	0.00582992
9	-7.55227	0.00518222
10	-7.55122	0.00477049
11	-7.55177	0.0043684
12	-7.54979	0.00442996
13	-7.5494	0.00410608
14	-7.54951	0.00381441
15	-7.54988	0.0035779
16	-7.54998	0.00335552
17	-7.54932	0.00322166
18	-7.54927	0.00304303
19	-7.54932	0.00288322
20	-7.54996	0.00280918
21	-7.55023	0.00268792
22	-7.55036	0.00256893
23	-7.55118	0.00258541
24	-7.55137	0.00248468
25	-7.55064	0.002491
26	-7.55064	0.00239519
27	-7.55029	0.00233167
28	-7.55068	0.00228078
29	-7.5499	0.00233208
30	-7.55054	0.0023405
31	-7.55035	0.00227286
32	-7.55092	0.00227415
33	-7.55106	0.00220915
34	-7.55104	0.00214421
35	-7.5508	0.00209735
36	-7.55045	0.00206803
37	-7.55051	0.0020131
38	-7.55016	0.00198983
39	-7.55045	0.00196021
40	-7.55007	0.00194807
41	-7.54998	0.00190294
42	-7.55001	0.00185788
43	-7.54936	0.00192405
44	-7.54957	0.00189176
45	-7.5495	0.00185116
46	-7.54985	0.00184371
47	-7.54981	0.00180479
48	-7.54926	0.00184846
49	-7.54939	0.00181521
50	-7.54905	0.0018113
51	-7.54925	0.0017867
52	-7.5488	0.00180717
53	-7.54853	0.00179353
54	-7.5482	0.00179004
55	-7.54806	0.00176319
56	-7.54795	0.00173486
57	-7.54804	0.00170655
58	-7.54807	0.00167748
59	-7.54835	0.00167156
60	-7.54845	0.0016466
61	-7.54844	0.00161961
62	-7.54842	0.00159373
63	-7.54823	0.00157894
64	-7.54828	0.00155482
65	-7.54832	0.00153158
66	-7.54827	0.00150936
67	-7.54826	0.00148683
68	-7.54831	0.00146558
69	-7.5482	0.00144811
70	-7.54819	0.00142749
71	-7.54826	0.00140931
72	-7.54809	0.00139985
73	-7.5482	0.00138478
74	-7.54813	0.00136768
75	-7.54792	0.00136533
76	-7.54786	0.0013487
77	-7.54809	0.00135013
78	-7.5479	0.00134559
79	-7.54759	0.00136482
80	-7.54761	0.00134794
81	-7.54734	0.00135816
82	-7.54737	0.00134189
83	-7.54732	0.00132677
84	-7.54734	0.00131115
85	-7.5474	0.00129733
86	-7.54699	0.00134764
87	-7.54702	0.00133264
88	-7.54688	0.00132565
89	-7.54693	0.00131182
90	-7.54681	0.00130242
91	-7.54693	0.00129345
92	-7.54676	0.00129099
93	-7.54683	0.00127925
94	-7.54662	0.00128372
95	-7.54653	0.00127313
96	-7.54654	0.00125991
97	-7.5466	0.00124855
98	-7.54673	0.00124268
99	-7.54697	0.00125242
100	-7.54676	0.00125674
1	-5.53981	0
2	-5.5098	0.021221
3	-5.49446	0.0188952
4	-5.48656	0.0157367
5	-5.47877	0.0143882
6	-5.47238	0.0133352
7	-5.46797	0.0121358
8	-5.46979	0.0107532
9	-5.4684	0.00964664
10	-5.4664	0.00888733
11	-5.46673	0.00808561
12	-5.46633	0.00742186
13	-5.46558	0.00688887
14	-5.46471	0.00645192
15	-5.46374	0.00609413
16	-5.46653	0.00632079
17	-5.46669	0.00595111
18	-5.46706	0.00563186
19	-5.4671	0.00533555
20	-5.46782	0.00511691
21	-5.46914	0.00504225
22	-5.46748	0.0050809
23	-5.46739	0.00486069
24	-5.46731	0.00465886
25	-5.4672	0.00447366
26	-5.46717	0.00430172
27	-5.4662	0.00425036
28	-5.46518	0.00421934
29	-5.46547	0.00408357
30	-5.46507	0.00396721
31	-5.46437	0.00389913
32	-5.46524	0.00387178
33	-5.46584	0.00380148
34	-5.46591	0.0036903
35	-5.46582	0.00358602
36	-5.4649	0.00360141
37	-5.46512	0.00351037
38	-5.46534	0.00342524
39	-5.46504	0.00335059
40	-5.4651	0.00326734
41	-5.46547	0.00320875
42	-5.46553	0.00313294
43	-5.46523	0.00307453
44	-5.4649	0.00302218
45	-5.46494	0.00295527
46	-5.46515	0.00289803
47	-5.46504	0.00283821
48	-5.4652	0.00278364
49	-5.4647	0.00277285
50	-5.46422	0.00275796
51	-5.46437	0.00270811
52	-5.46468	0.00267391
53	-5.46488	0.00263066
54	-5.46483	0.00258247
55	-5.4647	0.00253881
56	-5.465	0.00251119
57	-5.46533	0.00248949
58	-5.46529	0.00244692
59	-5.46579	0.00245494
60	-5.46593	0.00241805
61	-5.46609	0.00238389
62	-5.4657	0.00237688
63	-5.46543	0.00235422
64	-5.46531	0.00232092
65	-5.46559	0.00230252
66	-5.46565	0.0022685
67	-5.46581	0.00224008
68	-5.46595	0.00221185
69	-5.46579	0.00218605
70	-5.46594	0.00216038
71	-5.46543	0.00219104
72	-5.4653	0.00216431
73	-5.46556	0.00215036
74	-5.4658	0.00213508
75	-5.4655	0.00212761
76	-5.46581	0.00212152
77	-5.46604	0.00210636
78	-5.46584	0.00208869
79	-5.46609	0.00207736
80	-5.4664	0.00207351
81	-5.4666	0.00205822
82	-5.46685	0.00204777
83	-5.46683	0.00202317
84	-5.46683	0.00199908
85	-5.46684	0.0019756
86	-5.46685	0.00195264
87	-5.46696	0.00193306
88	-5.46691	0.00191164
89	-5.46707	0.00189721
90	-5.46704	0.0018765
91	-5.4673	0.00187405
92	-5.46717	0.00185836
93	-5.46697	0.001849
94	-5.4668	0.00183656
95	-5.46664	0.00182421
96	-5.46672	0.00180666
97	-5.46686	0.00179393
98	-5.46694	0.00177742
99	-5.46719	0.00177603
100	-5.46685	0.00178905
1	-0.415751	0
2	-0.415212	0.000380944
3	-0.415178	0.000255429
4	-0.415441	0.00029699
5	-0.415307	0.000266047
6	-0.415425	0.000246723
7	-0.415563	0.000247148
8	-0.41506	0.000518058
9	-0.415678	0.000742513
10	-0.41463	0.00119817
1	-0.41463	0
2	-0.414177	0.000320317
3	-0.413282	0.000761443
4	-0.413966	0.000823201
5	-0.414205	0.000692446
6	-0.41425	0.000578475
7	-0.414236	0.000496007
8	-0.414489	0.000494169
9	-0.414368	0.000453706
10	-0.414451	0.000415804
