0.5	-0.094906	0.151928
0.75	0.041952	0.0589069
1.0	0.016194	0.0177732
1.25	0.02943	0.00683885
1.5	0.003822	0.00695315
1.75	0.004656	0.00528949
2.0	0.001062	0.00334692
2.25	0.000812	0.00277457
2.5	-0.000922	0.00240297
2.75	-0.000862	0.00264096
3.0	0.000118	0.00245907
0.5	0.08744	0.167876
0.75	0.094836	0.032373
1.0	-0.00542	0.0120143
1.25	0.000854	0.00772919
1.5	-0.010506	0.00579394
1.75	-0.00321	0.00409618
2.0	0.002874	0.00398589
2.25	-0.001092	0.00258534
2.5	-0.00132	0.00253707
2.75	0.005164	0.0023686
3.0	-0.001684	0.00178159
