1	1 0 0
1	2 0 0
1	3 0 0
1	4 0 0
1	5 0 0
1	6 0 0
1	7 0 0
1	8 0 0
1	9 0 0
1	10 0 0
2	1 0 0
2	2 0 0
2	3 0 0
2	4 0 0
2	5 0 0
2	6 0 0
2	7 0 0
2	8 0 0
2	9 0 0
2	10 0 0
3	1 0 0
3	2 0 0
3	3 0 0
3	4 0 0
3	5 0 0
3	6 0 0
3	7 0 0
3	8 0 0
3	9 0 0
3	10 0 0
4	1 0 0
4	2 0 0
4	3 0 0
4	4 0 0
4	5 0 0
4	6 0 0
4	7 0 0
4	8 0 0
4	9 0 0
4	10 0 0
5	1 0 0
5	2 0 0
5	3 0 0
5	4 0 0
5	5 0 0
5	6 0 0
5	7 0 0
5	8 0 0
5	9 0 0
5	10 0 0
6	1 0 0
6	2 0 0
6	3 0 0
6	4 0 0
6	5 0 0
6	6 0 0
6	7 0 0
6	8 0 0
6	9 0 0
6	10 0 0
7	1 0 0
7	2 0 0
7	3 0 0
7	4 0 0
7	5 0 0
7	6 0 0
7	7 0 0
7	8 0 0
7	9 0 0
7	10 0 0
8	1 0 0
8	2 0 0
8	3 0 0
8	4 0 0
8	5 0 0
8	6 0 0
8	7 0 0
8	8 0 0
8	9 0 0
8	10 0 0
9	1 0 0
9	2 0 0
9	3 0 0
9	4 0 0
9	5 0 0
9	6 0 0
9	7 0 0
9	8 0 0
9	9 0 0
9	10 0 0
10	1 0 0
10	2 0 0
10	3 0 0
10	4 0 0
10	5 0 0
10	6 0 0
10	7 0 0
10	8 0 0
10	9 0 0
10	10 0 0
11	1 0 0
11	2 0 0
11	3 0 0
11	4 0 0
11	5 0 0
11	6 0 0
11	7 0 0
11	8 0 0
11	9 0 0
11	10 0 0
12	1 0 0
12	2 0 0
12	3 0 0
12	4 0 0
12	5 0 0
12	6 0 0
12	7 0.00031817 0.00031817
12	8 0.000278399 0.000278399
12	9 0.000247466 0.000247466
12	10 0.000668157 0.000475366
13	1 0.6146 0
13	2 0.58255 0.0320496
13	3 0.590091 0.0199815
13	4 0.599518 0.0169849
13	5 0.604419 0.0140399
13	6 0.607373 0.0118379
13	7 0.603557 0.0107077
13	8 0.603052 0.00928689
13	9 0.608106 0.00962389
13	10 0.608001 0.0086085
14	1 3.96675 0
14	2 3.98857 0.0218215
14	3 4.01147 0.0261361
14	4 3.99261 0.0264042
14	5 3.98162 0.0232192
14	6 3.98157 0.0189584
14	7 3.9843 0.0162542
14	8 3.99827 0.0198325
14	9 3.99315 0.0182242
14	10 3.99617 0.0165771
15	1 3.70212 0
15	2 3.72244 0.02032
15	3 3.68017 0.0438691
15	4 3.70072 0.0372107
15	5 3.70605 0.0293111
15	6 3.70096 0.0244679
15	7 3.69572 0.0213322
15	8 3.67988 0.0243348
15	9 3.68375 0.0218079
15	10 3.68251 0.0195453
16	1 1.1356 0
16	2 1.1172 0.0183959
16	3 1.12374 0.0124731
16	4 1.11597 0.0117522
16	5 1.11695 0.00915596
16	6 1.11884 0.00770869
16	7 1.12508 0.00902707
16	8 1.12762 0.00822001
16	9 1.1217 0.00936417
16	10 1.11879 0.00886419
17	1 0.141774 0
17	2 0.14448 0.00270559
17	3 0.152236 0.00791185
17	4 0.150703 0.0058008
17	5 0.1487 0.00491915
17	6 0.14953 0.00410128
17	7 0.147185 0.00418485
17	8 0.146644 0.00366436
17	9 0.14923 0.00413858
17	10 0.150757 0.00400431
18	1 0.0721595 0
18	2 0.0721595 0
18	3 0.0702352 0.00192426
18	4 0.0699947 0.00138176
18	5 0.0736989 0.00385571
18	6 0.0772908 0.0047763
18	7 0.0780697 0.00411116
18	8 0.0790146 0.00368363
18	9 0.0779322 0.00342423
18	10 0.0769701 0.00321029
19	1 0.340936 0
19	2 0.334909 0.00602675
19	3 0.350406 0.0158829
19	4 0.350621 0.011233
19	5 0.3523 0.00886151
19	6 0.355859 0.00806316
19	7 0.357048 0.00691755
19	8 0.357724 0.00602885
19	9 0.358728 0.00541099
19	10 0.357638 0.00496108
20	1 0.847772 0
20	2 0.859009 0.0112366
20	3 0.852422 0.00924522
20	4 0.84506 0.00984547
20	5 0.836148 0.0117294
20	6 0.826849 0.0133489
20	7 0.823971 0.0116432
20	8 0.823072 0.0101234
20	9 0.821769 0.00902246
20	10 0.824912 0.0086603
21	1 0.795845 0
21	2 0.79865 0.00280485
21	3 0.775978 0.0227294
21	4 0.78112 0.0168747
21	5 0.785888 0.0139136
21	6 0.783457 0.0116175
21	7 0.785027 0.00994322
21	8 0.784976 0.00861122
21	9 0.78821 0.008254
21	10 0.787921 0.00738823
22	1 0.311731 0
22	2 0.308225 0.0035062
22	3 0.323206 0.0151171
22	4 0.326553 0.0112011
22	5 0.327541 0.00873243
22	6 0.331281 0.00805131
22	7 0.331948 0.0068373
22	8 0.332131 0.00592407
22	9 0.329935 0.00566721
22	10 0.328943 0.00516499
23	1 0.373701 0
23	2 0.363806 0.00989535
23	3 0.379716 0.016905
23	4 0.376466 0.0123876
23	5 0.380687 0.0104825
23	6 0.38806 0.0112968
23	7 0.392079 0.010359
23	8 0.394075 0.00919047
23	9 0.394075 0.00810523
23	10 0.394307 0.00725328
24	1 1.63979 0
24	2 1.64726 0.00747
24	3 1.65188 0.00632384
24	4 1.65326 0.00467921
24	5 1.65398 0.00369535
24	6 1.65491 0.00315588
24	7 1.6516 0.00424561
24	8 1.65506 0.00504827
24	9 1.65467 0.00446946
24	10 1.65446 0.00400298
25	1 2.61527 0
25	2 2.63147 0.016202
25	3 2.59858 0.0341985
25	4 2.59625 0.0242942
25	5 2.58886 0.0202168
25	6 2.57387 0.0222978
25	7 2.56884 0.0195038
25	8 2.56335 0.0177601
25	9 2.5653 0.0157839
25	10 2.56785 0.0143446
26	1 1.48604 0
26	2 1.4618 0.0242455
26	3 1.46384 0.0141459
26	4 1.4644 0.0100187
26	5 1.46284 0.00791636
26	6 1.46671 0.00753228
26	7 1.46753 0.00641856
26	8 1.46457 0.00629473
26	9 1.46248 0.00593393
26	10 1.4584 0.00669371
27	1 0.480075 0
27	2 0.489307 0.00923225
27	3 0.4977 0.00994252
27	4 0.494028 0.00793154
27	5 0.495854 0.0064092
27	6 0.503855 0.00956063
27	7 0.506093 0.00838445
27	8 0.511339 0.00895769
27	9 0.510896 0.00791235
27	10 0.512514 0.00725961
28	1 0.768068 0
28	2 0.753455 0.0146131
28	3 0.763652 0.0132346
28	4 0.76612 0.00967825
28	5 0.77025 0.0085594
28	6 0.767354 0.00756524
28	7 0.768124 0.00644001
28	8 0.769189 0.00567792
28	9 0.770493 0.00517455
28	10 0.773368 0.00544853
29	1 0.942971 0
29	2 0.961837 0.0188666
29	3 0.951195 0.0152287
29	4 0.96093 0.0145169
29	5 0.953855 0.0132854
29	6 0.949864 0.0115584
29	7 0.950694 0.00980375
29	8 0.94601 0.00969678
29	9 0.945954 0.00855193
29	10 0.942898 0.00823686
30	1 0.62344 0
30	2 0.621069 0.0023706
30	3 0.628294 0.0073529
30	4 0.621493 0.0085608
30	5 0.632583 0.0129218
30	6 0.639977 0.0128834
30	7 0.63863 0.0109714
30	8 0.638848 0.00950398
30	9 0.636722 0.00864713
30	10 0.635055 0.00791181
