0	0	0	0	0	0	0	0	0	0	0	0	0.6146	3.96675	3.70212	1.1356	0.141774	0.0721595	0.340936	0.847772	0.795845	0.311731	0.373701	1.63979	2.61527	1.48604	0.480075	0.768068	0.942971	0.62344	
0	0	0	0	0	0	0	0	0	0	0	0	0.5505	4.01039	3.74276	1.0988	0.147185	0.0721595	0.328882	0.870245	0.801454	0.304719	0.353911	1.65473	2.64768	1.43755	0.498539	0.738842	0.980704	0.618699	
0	0	0	0	0	0	0	0	0	0	0	0	0.605173	4.05727	3.59563	1.13682	0.167748	0.0663867	0.3814	0.839248	0.730634	0.353168	0.411537	1.66113	2.53279	1.46792	0.514486	0.784045	0.92991	0.642743	
0	0	0	0	0	0	0	0	0	0	0	0	0.627797	3.93604	3.76238	1.09267	0.146103	0.0692731	0.351267	0.822975	0.796546	0.336593	0.366716	1.6574	2.58925	1.4661	0.483013	0.773524	0.990138	0.601089	
0	0	0	0	0	0	0	0	0	0	0	0	0.624026	3.93765	3.72735	1.12088	0.140692	0.0885156	0.359015	0.800502	0.80496	0.331493	0.397567	1.65686	2.5593	1.45659	0.503156	0.786773	0.925555	0.676945	
0	0	0	0	0	0	0	0	0	0	0	0	0.622141	3.9813	3.6755	1.12824	0.153679	0.0952505	0.373652	0.780354	0.771303	0.34998	0.424925	1.65953	2.49892	1.48604	0.543861	0.75287	0.929909	0.676945	
0	0	0	0	0	0	0	0	0	0	0	0.00222719	0.580665	4.0007	3.66429	1.16257	0.133116	0.0827429	0.364181	0.806701	0.794443	0.335956	0.416194	1.63178	2.53868	1.47245	0.519522	0.772744	0.95567	0.630551	
0	0	0	0	0	0	0	0	0	0	0	0	0.599518	4.09607	3.569	1.14541	0.142856	0.0856292	0.362459	0.816775	0.784626	0.333405	0.408045	1.67928	2.52493	1.4439	0.548058	0.776641	0.91322	0.640372	
0	0	0	0	0	0	0	0	0	0	0	0	0.648535	3.9522	3.71474	1.07428	0.169912	0.0692731	0.366764	0.811351	0.814076	0.312369	0.394075	1.65153	2.58091	1.44571	0.507352	0.780928	0.945511	0.619715	
0	0	0	0	0	0	0	0	0	0	0	0.00445438	0.607059	4.02332	3.6713	1.09267	0.164501	0.0683109	0.347823	0.853197	0.785327	0.320018	0.396403	1.6526	2.59072	1.42169	0.527075	0.799243	0.915397	0.620053	
