1	-0.972678	0
2	-0.980532	0.0055539
3	-0.992872	0.0107341
4	-0.991103	0.0081951
5	-0.995987	0.00787819
6	-0.996257	0.00656979
7	-0.997906	0.0058345
8	-1.00045	0.00563419
9	-0.997593	0.00568842
10	-0.997582	0.00511958
11	-0.998479	0.00473199
12	-0.999913	0.0045497
13	-1.00033	0.00421848
14	-0.999136	0.0040815
15	-1.00037	0.00399279
16	-0.998325	0.00423693
17	-0.999425	0.00412809
18	-0.997479	0.00433324
19	-0.997798	0.00411693
20	-0.997898	0.00391229
1	-0.890078	0
2	-0.895646	0.00393774
3	-0.903564	0.00697737
4	-0.901391	0.00556124
5	-0.894195	0.00782431
6	-0.890653	0.00727764
7	-0.889545	0.00632182
8	-0.888305	0.00565178
9	-0.889611	0.00517241
10	-0.888707	0.00473351
11	-0.890684	0.00469787
12	-0.891978	0.00448112
13	-0.889155	0.00494621
14	-0.888079	0.00470862
15	-0.890101	0.00480928
16	-0.889577	0.00453709
17	-0.890114	0.00430186
18	-0.888755	0.0042723
19	-0.888531	0.00405331
20	-0.889313	0.0039253
1	-0.770914	0
2	-0.767489	0.00242198
3	-0.77134	0.00353433
4	-0.771457	0.00265268
5	-0.771418	0.00212242
6	-0.771255	0.00177494
7	-0.768556	0.00292538
8	-0.767132	0.00288566
9	-0.765696	0.00290045
10	-0.76621	0.00265553
11	-0.768156	0.00304512
12	-0.768188	0.00279152
13	-0.767321	0.00270807
14	-0.767615	0.0025306
15	-0.769157	0.00279233
16	-0.769656	0.00266198
17	-0.770358	0.00259651
18	-0.770014	0.00247498
19	-0.770017	0.00234472
20	-0.770434	0.00226437
1	-0.674081	0
2	-0.670027	0.00286661
3	-0.66939	0.00198057
4	-0.671191	0.00215384
5	-0.669421	0.00233984
6	-0.670135	0.00205607
7	-0.671343	0.00208684
8	-0.670045	0.00219278
9	-0.669776	0.00196557
10	-0.670347	0.00185012
11	-0.672085	0.00236098
12	-0.671537	0.00222678
13	-0.671236	0.00207582
14	-0.671455	0.00193912
15	-0.671355	0.00181242
16	-0.671595	0.00171494
17	-0.671062	0.00169486
18	-0.671131	0.0016021
19	-0.6717	0.00161575
20	-0.67157	0.0015402
1	-0.582126	0
2	-0.58652	0.00310674
3	-0.585438	0.00225175
4	-0.58414	0.00202885
5	-0.585227	0.00189197
6	-0.585064	0.00158358
7	-0.586031	0.00162585
8	-0.585981	0.00142338
9	-0.585053	0.00153869
10	-0.58529	0.00140296
11	-0.586902	0.00199736
12	-0.58612	0.00197816
13	-0.585784	0.00185427
14	-0.585794	0.00172185
15	-0.586029	0.00162294
16	-0.586055	0.00152172
17	-0.585964	0.00143494
18	-0.585932	0.00135556
19	-0.586084	0.00129268
20	-0.585848	0.00124934
1	-0.51014	0
2	-0.513335	0.00225935
3	-0.515727	0.00246658
4	-0.516554	0.00198347
5	-0.517317	0.00172743
6	-0.517451	0.0014447
7	-0.518653	0.00166516
8	-0.518846	0.00146815
9	-0.518584	0.00132831
